"date","djia","nasdaqcom","btc","sp500","rate"
2019-07-15,0.472403961449843,0.0148640996876063,-0.0918000498621232,0.162282433946687,1.97192288132058
2019-07-16,0.468418274798705,0.00431088051491374,-0.177220545231401,0.149512953962716,1.98422567141964
2019-07-17,0.448806596070751,-0.00689932404330051,-0.164193903109378,0.12509412381793,1.98422567141964
2019-07-18,0.449335084908471,-0.000327979072823031,-0.105576749888066,0.138398776939631,1.98422567141964
2019-07-19,0.437686310110394,-0.0184462224282299,-0.113757529900194,0.115373886130326,1.98422567141964
2019-07-22,0.440684467939767,-0.00125396165205288,-0.125064541630562,0.125853322920291,1.97192288132058
2019-07-23,0.470715168593411,0.0128415509428923,-0.15172146215904,0.15129271579284,1.97192288132058
2019-07-24,0.457296294963868,0.033746390504523,-0.157075386263196,0.168828970468683,1.97192288132058
2019-07-25,0.435447008048003,0.0090055078135413,-0.151054090155762,0.14905245614653,1.97192288132058
2019-07-26,0.444165379995903,0.0363442115182659,-0.153557323626781,0.176669879230771,1.97192288132058
2019-07-29,0.449060677242731,0.0253448506584465,-0.174719371569301,0.17058384052496,1.97192288132058
2019-07-30,0.445108868081191,0.0194653831706786,-0.169399404602375,0.160888494611204,1.95962009122151
2019-07-31,0.388575807315475,-0.00981862950806152,-0.140581116872289,0.120065985500655,1.97192288132058
2019-08-01,0.34100334254828,-0.028993477139865,-0.121655883292176,0.0866861167706258,1.65205033874486
